"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Khabib Nurmagomedov","2018-10-06",0,10,0,6.4,4.4,3.6,2.5,72.4,23.9,44.4,32.3,110.6,51.2,0.2,3.4,3.1,4.5,0,120.4,58.7,0.505,0.5,10.9,4.9,0.374,154.8,89.5,10,0,12.5,6.8,2.4,2,67.4,18.4,0.7,0.5,54.9,11.6,0,3.1,2.5,0.1,0,70.5,20.9,0.287,0.1,1.3,0.2,0.116,81.5,29.8,29,811.2,1,0,0,6,2,2,0,10,"Orthodox",177.8,177.8,155,30,0.330110497237569,0.694444444444444,0.727477477477477,0.727002967359051,0.166666666666667,0.285714285714286,120.4,0.918604651162791,0.462929475587703,0.053156146179402,0.6875,0.0282392026578073,0.911764705882353,"/fighter/Khabib-Nurmagomedov-56035"
"Khalid Taha","2019-04-13",1,0,0,6,3,11,7,41,21,5,4,44,24,0,7,5,0,2,57,32,0.56,0,0,0,0,91,59,0,1,10,5,7,5,32,14,30,26,56,37,0,3,3,6,0,69,45,0.65,0,11,6,0.54,97,67,3,900,0,0,0,0,0,0,0,0,"Orthodox",165.1,175.26,135,27,0.51219512195122,0.636363636363636,0.8,0.5625,0.285714285714286,0.133333333333333,57,0.771929824561403,0.545454545454545,0.105263157894737,0.5,0.12280701754386,0.714285714285714,NA
"Khalil Rountree Jr.","2019-04-13",1,0,0,4.142857143,2.285714286,2.428571429,2.142857143,36.14285714,9.857142857,2.857142857,2.285714286,36.14285714,11.42857143,0.571428571,1.142857143,0.571428571,0,0,41.42857143,14.28571429,0.497142857,0.142857143,0,0,0,52.57142857,24.14285714,2,4,6.714285714,5.571428571,1,0.857142857,27.71428571,15.42857143,4.714285714,4.142857143,20.71428571,10.42857143,0.142857143,6,4.428571429,1.285714286,0,33.42857143,20.42857143,0.542857143,0.142857143,2.857142857,1.428571429,0.308571429,57.85714286,39.71428571,11,372.5714286,1,0,0,0,3,0,0,3,"Southpaw",185.42,193.04,205,29,0.27272727274488,0.882352941079585,0.80000000014,0.443298968934531,0.142857143,0.121212121128558,41.428571426,0.872413793088633,0.31620553366136,0.100000000009655,0.551724137980975,0.0275862069017123,0.4999999995625,NA
"Kiichi Kunimoto","2017-06-10",1,0,0,4.5,3.75,7,5,30.5,10.25,0.75,0.5,29.25,7.75,0,4.5,4.25,1.25,0,38.25,15.75,0.44,0.25,5,0.75,0.17,51.25,25.75,3,1,12,9,14.5,10.5,39,20.75,6.25,5.75,42,22.75,0.5,5.75,5.25,0.5,0,59.75,37,0.6325,0.5,1,0.75,0.1875,88,64.5,8,482.75,0,0,1,0,0,1,0,3,"Orthodox",177.8,180.34,170,36,0.336065573770492,0.714285714285714,0.666666666666667,0.467948717948718,0.275862068965517,0.08,38.25,0.764705882352941,0.264957264957265,0.117647058823529,0.833333333333333,0.117647058823529,0.944444444444444,"/fighter/Kiichi-Kunimoto-21039"
"Kimo Leopoldo","2004-06-19",0,1,0,0.8,0.8,0.8,0.6,7.4,1.6,6.2,4.4,13.2,5.6,0,0.4,0.2,2,0.6,14.4,6.6,0.71,0.6,2,0.8,0.48,22,12.4,1,3,1.2,0.8,4,2.6,10.4,6.4,7.6,4.6,17.2,10.2,0,3.6,2.6,0.8,0.2,22,13.6,0.336,0.6,1,0.2,0.2,64.4,49.4,6,422.2,0,0,0,0,1,1,0,2,"Orthodox",190.5,195.122614841221,235,36,0.216216216216216,0.75,0.709677419354839,0.384615384615385,0.35,0.394736842105263,14.4,0.916666666666667,0.424242424242424,0.0555555555555556,1,0.0277777777777778,0.5,"/fighter/Kimo-Leopoldo-43"
"KJ Noons","2016-02-06",2,0,0,16.8,8.6,0.6,0.6,70.2,25,0.8,0.4,45,12,0.2,9.8,5.4,0,0,71.6,26,0.462,0,0,0,0,74.6,29,2,3,8.2,5.4,1.6,1.2,77.6,26.2,7,4.4,70,19,0,8,7.4,1.2,0,86.2,31.8,0.398,0.2,4.4,2,0.394,98.6,42.4,10,465.2,0,0,0,1,1,0,0,2,"Orthodox",177.8,182.88,155,33,0.356125356125356,1,0.5,0.662371134020619,0.25,0.371428571428571,71.6,0.628491620111732,0.266666666666667,0.23463687150838,0.511904761904762,0.136871508379888,0.551020408163265,NA
"Koji Oishi","2005-06-04",1,0,0,0,0,0,0,2,0,2,1,3,1,0,1,0,2,0,4,1,0.25,0,11,3,0.27,17,13,0,1,11,9,6,4,33,3,6,6,34,4,0,0,0,0,2,45,13,0.28,0,0,0,0,174,138,3,900,0,0,0,0,0,0,0,0,"Orthodox",172.72,176.911170789373,170,28,0,0,0.5,0.909090909090909,0.333333333333333,0,4,0.75,0.333333333333333,0,0,0.25,0,"/fighter/Koji-Oishi-249"
"Konstantin Erokhin","2015-12-11",1,0,0,6,4,7,5,29,12,0,0,28,11,0,2,2,0,0,36,17,0.47,0,0,0,0,43,23,0,1,6,5,6,3,26,10,27,22,47,25,0,6,5,4,0,59,35,0.59,0,13,4,0.3,161,124,3,900,0,0,0,0,0,0,0,0,"Orthodox",180.34,185.42,230,32,0.413793103448276,0.714285714285714,0,0.615384615384615,0.5,0.185185185185185,36,0.777777777777778,0.392857142857143,0.166666666666667,0.666666666666667,0.0555555555555556,1,"/fighter/Konstantin-Erokhin-98151"
"Kris McCray","2011-03-26",2,0,0,7,4.5,8.5,4.5,27.5,5.5,1,1,28.5,6,0,1.5,0.5,1,0,37,11,0.325,0,1,1,0.5,57.5,31.5,0,2,3,2,6.5,3,20.5,5.5,4.5,3.5,27,8.5,0,1.5,1.5,3,0.5,31.5,12,0.435,1,3.5,2.5,0.355,44.5,25,3,331,1,0,0,0,0,0,0,0,"Orthodox",182.88,193.04,170,29,0.2,0.529411764705882,1,0.731707317073171,0.538461538461538,0.222222222222222,37,0.77027027027027,0.210526315789474,0.189189189189189,0.642857142857143,0.0405405405405405,0.333333333333333,"/fighter/Kris-McCray-39432"
"Krzysztof Jotko","2019-04-20",3,0,0,10.5,7.7,16.8,12.8,51.7,14.8,9.7,6.9,62.4,22.1,0.2,5.3,4.7,1.7,0.3,78.2,34.5,0.444,0.1,2.4,0.9,0.341,117.7,70.4,5,4,9.4,5.2,6.2,4.5,46.4,16,3.4,2.3,39.9,11.1,0.2,6.7,6.5,1,0.1,56,22.8,0.406,0.4,5.4,0.7,0.108,74.7,39.2,26,723.9,0,0,1,4,1,0,0,6,"Southpaw",185.42,195.58,185,29,0.286266924564797,0.761904761904762,0.711340206185567,0.655172413793103,0.274193548387097,0.323529411764706,78.2,0.797953964194373,0.354166666666667,0.134271099744246,0.733333333333333,0.0677749360613811,0.886792452830189,"/fighter/Krzysztof-Jotko-53380"
"Krzysztof Soszynski","2011-12-10",0,2,0,9.625,8.125,15,8.125,62.75,19.875,8.625,7.5,67.875,20.75,0.125,8.875,6.625,1.25,0,86.375,35.5,0.38625,0.75,1.375,0.375,0.15,106.5,53.75,3,2,9.125,5.875,17.375,10,49.25,15.75,2.5,1.5,50.5,13.5,0.125,9.5,7.875,0.5,0,69.125,27.25,0.39125,0,4.75,1.25,0.3175,88.5,44.625,18,598.625,0,0,0,2,1,2,1,6,"Open Stance",185.42,195.58,205,34,0.316733067729084,0.541666666666667,0.869565217391304,0.680203045685279,0.424460431654676,0.4,86.375,0.785817655571635,0.305709023941068,0.111432706222865,0.844155844155844,0.102749638205499,0.746478873239437,"/fighter/Krzysztof-Soszynski-9178"
"Kuniyoshi Hironaka","2008-04-19",1,0,0,3.333333333,3,3.666666667,2.333333333,20.33333333,5.666666667,9.666666667,7,27.33333333,9.666666667,0,3,2.333333333,3.666666667,0,33.66666667,15,0.393333333,1,6.666666667,2.333333333,0.246666667,71,50.66666667,1,2,4,2.333333333,9.666666667,6,42.33333333,15.66666667,18,11.33333333,56,22.66666667,0,10,8,0.666666667,0.333333333,70,33,0.416666667,0,2,1.666666667,0.276666667,128.3333333,86.66666667,8,781.3333333,0,0,0,1,0,0,0,1,"Orthodox",177.8,177.8,168,31,0.278688524652244,0.636363636214876,0.724137931009513,0.62992125973464,0.379310344848989,0.370370370555556,33.666666663,0.811881188108225,0.35365853664069,0.0990099009909813,0.90000000009,0.089108910900794,0.777777777666667,"/fighter/Kuniyoshi-Hironaka-2575"
"Kurt Holobaugh","2019-05-11",3,0,0,11.33333333,9,9.666666667,7.666666667,105.3333333,40.66666667,8,6.333333333,101.3333333,38.33333333,0.333333333,10.33333333,7.333333333,0,0,123,54.66666667,0.433333333,0.666666667,1.666666667,0.666666667,0.276666667,169.6666667,96.33333333,0,3,8.666666667,6.666666667,13.66666667,7.666666667,68.33333333,35.33333333,11,6.666666667,83,41.66666667,0.333333333,1.333333333,1.333333333,1.333333333,0,93,49.66666667,0.57,1,2.666666667,1.333333333,0.333333333,128.3333333,80,7,573.3333333,0,0,0,0,0,0,0,0,"Orthodox",180.34,177.8,155,32,0.38607594952091,0.793103448282997,0.791666666625,0.48292682929185,0.439024390356335,0.393939393909091,122.99999996,0.8238482384793,0.378289473775753,0.0921409214120783,0.794117647292388,0.0840108401086214,0.709677419551509,"/fighter/Kurt-Holobaugh-68751"
"Kurt Pellegrino","2011-03-19",1,0,0,4.090909091,3.090909091,4.363636364,2.545454545,31.81818182,9.909090909,16.45454545,10.90909091,46.72727273,19.09090909,0.272727273,1.818181818,1.181818182,3.636363636,0.363636364,52.63636364,23.36363636,0.472727273,0.636363636,3.454545455,2.090909091,0.677272727,87.72727273,54.63636364,4,4,3.181818182,1.727272727,3.363636364,2.545454545,37.18181818,9.090909091,9.363636364,6.181818182,44.27272727,14.27272727,0.181818182,2.454545455,1.818181818,0.545454545,0.363636364,49.90909091,17.81818182,0.385454545,1,2.909090909,0.909090909,0.380909091,78.72727273,44.09090909,25,594.2727273,0,0,0,2,1,4,0,7,"Orthodox",172.72,177.8,155,31,0.311428571407918,0.583333333180556,0.662983425652758,0.755501222479487,0.24324324346019,0.33980582524894,52.636363639,0.887737478418403,0.408560311240745,0.0777202072517204,0.755555555560988,0.0345423143298761,0.650000000165,"/fighter/Kurt-Pellegrino-4153"
"Kwan Ho Kwak","2017-06-17",1,0,0,17,11,12,9,116,44,0,0,103,35,0,8,7,0,0,128,53,0.41,0,0,0,0,134,59,0,1,5,3,1,0,53,27,26,22,74,45,0,1,1,3,0,80,49,0.61,0,15,11,0.73,171,127,3,900,0,0,0,0,0,0,0,0,"Switch",165.1,177.8,135,27,0.379310344827586,0.75,0,0.490566037735849,1,0.153846153846154,128,0.8046875,0.339805825242718,0.1328125,0.647058823529412,0.0625,0.875,NA
"Kyle Bochniak","2018-12-08",1,0,0,10,5.2,5.8,3,116.6,34.8,1.4,0.6,105,25.6,0.2,8.8,7.6,0.2,0,123.8,38.4,0.324,0,5,1,0.146,129.2,43.2,1,3,16,10.8,7.2,4.8,147.4,54.2,9.4,5.6,132.8,41.8,0,15.2,12,1,0,164,64.6,0.384,0,8.6,3.2,0.45,178.6,76.6,15,900,0,0,1,1,0,0,0,2,"Orthodox",170.18,177.8,145,31,0.298456260720412,0.517241379310345,0.428571428571429,0.632293080054274,0.333333333333333,0.404255319148936,123.8,0.848142164781906,0.243809523809524,0.0807754442649435,0.52,0.0710823909531502,0.863636363636364,"/fighter/Kyle-Bochniak-86246"
"Kyle Bradley","2010-01-11",0,1,0,4,3.333333333,1.666666667,1.666666667,17.66666667,5.666666667,1.333333333,1,16.33333333,4.666666667,0,0.333333333,0.333333333,0,0,20.66666667,8.333333333,0.333333333,0,0.666666667,0.333333333,0.333333333,21.33333333,9,1,2,0.666666667,0.666666667,3.666666667,3.333333333,17.33333333,4.666666667,6.333333333,4.666666667,25.33333333,11.33333333,0.333333333,1.333333333,0.666666667,1,0,27.33333333,12.66666667,0.463333333,0.666666667,0.666666667,0.333333333,0.166666667,32,17,4,163.3333333,0,0,0,0,1,0,0,1,"Orthodox",175.26,180.34,155,27,0.32075471693948,1,0.7500000001875,0.730769230698225,0.0909090910826446,0.263157894645429,20.666666663,0.79032258062409,0.285714285793003,0.193548387131113,0.83333333325,0.0161290322447971,1,"/fighter/Kyle-Bradley-7918"
"Kyle Kingsbury","2014-07-26",3,0,0,10.625,8,13.375,9.5,66.25,24,2.75,1.75,57.125,16.25,0.125,14.625,11,1.125,0,82.375,35.25,0.46375,0,5.25,2.25,0.2025,109,61,4,4,14.375,9.875,12.5,7.5,63.625,28.125,7.375,3.875,63.25,25.25,0.125,5.875,4.375,1.25,0.25,83.5,39.5,0.48875,0.625,4.125,1.75,0.28375,122,74.875,19,654.25,0,0,1,2,1,0,0,4,"Orthodox",193.04,193.04,205,32,0.362264150943396,0.710280373831776,0.636363636363636,0.557956777996071,0.4,0.474576271186441,82.375,0.693474962063733,0.284463894967177,0.128983308042489,0.752941176470588,0.177541729893778,0.752136752136752,"/fighter/Kyle-Kingsbury-16558"
"Kyle Nelson","2019-05-04",1,0,0,10,6,1,1,48,19,1,0,37,12,0,3,2,0,0,50,20,0.4,0,0,0,0,50,20,0,1,11,8,1,1,55,27,46,26,87,42,0,4,4,6,0,102,54,0.52,1,4,2,0.5,112,63,2,383,0,0,0,0,0,0,0,0,"Switch",180.34,180.34,155,28,0.395833333333333,1,0,0.509090909090909,0,0.434782608695652,50,0.74,0.324324324324324,0.2,0.6,0.06,0.666666666666667,NA
"Kyle Noke","2016-11-26",2,0,0,9.636363636,6.363636364,3.454545455,2,43.90909091,21.27272727,11.54545455,7.727272727,37.18181818,15.09090909,0.272727273,12.09090909,9.545454545,1.454545455,0.090909091,58.90909091,31,0.55,0.363636364,1.818181818,1,0.348181818,67.09090909,38.63636364,3,5,4.272727273,2.545454545,3.727272727,1.818181818,39.27272727,12.63636364,6.181818182,4.545454545,41.72727273,14.72727273,0.181818182,3.181818182,1.727272727,1,0.090909091,49.18181818,19,0.362727273,0.636363636,2.363636364,0.636363636,0.189090909,72.72727273,40.36363636,22,509.0909091,0,0,1,0,3,2,0,6,"Southpaw",185.42,193.04,170,36,0.484472049617299,0.578947368344875,0.669291338295555,0.678240740625804,0.512195121964307,0.264705882448097,58.909090906,0.631172839508426,0.405867970655544,0.16358024691599,0.660377358553222,0.205246913575584,0.789473684232291,"/fighter/Kyle-Noke-7632"
"Kyle Watson","2011-04-30",0,1,0,33,31,20,18,115,54,0,0,86,28,0,16,13,0,0,135,72,0.53,0,12,0,0,159,88,1,0,6,6,16,11,116,25,0,0,122,26,0,4,4,0,0,132,36,0.27,0,1,0,0,153,54,3,900,0,0,0,1,0,0,0,1,"Orthodox",182.88,187.317710247572,155,31,0.469565217391304,0.9,0,0.78448275862069,0.3125,0,135,0.637037037037037,0.325581395348837,0.244444444444444,0.939393939393939,0.118518518518519,0.8125,"/fighter/Kyle-Watson-7127"
"Kyoji Horiguchi","2016-11-19",0,2,0,16.28571429,10.71428571,8.714285714,6.142857143,91.85714286,35.28571429,14.85714286,8.714285714,94.42857143,35.42857143,0.571428571,4.714285714,4,1.428571429,0,115.4285714,50.14285714,0.475714286,0,3.571428571,1.571428571,0.397142857,137.5714286,69.71428571,4,1,13.85714286,7.857142857,8.285714286,5.571428571,81.28571429,26.42857143,2.857142857,2.285714286,69.42857143,20.14285714,0,9.142857143,6.285714286,1,0.142857143,92.42857143,34.28571429,0.408571429,1,4.857142857,2.285714286,0.304285714,111.2857143,52.28571429,20,836.8571429,1,0,0,4,2,0,0,6,"Orthodox",165.1,167.64,125,26,0.384136858510602,0.704918032826391,0.586538461406435,0.674868189806246,0.327586206971462,0.19999999986,115.428571434,0.818069306904596,0.375189107422463,0.141089108941384,0.657894736405817,0.0408415841540198,0.848484848536272,"/fighter/Kyoji-Horiguchi-64413"
"Kyung Ho Kang","2019-02-09",1,0,0,5.333333333,2.666666667,1.333333333,0.833333333,52.33333333,16.5,19.83333333,14,61.16666667,23.33333333,0,7,5.333333333,5.333333333,0.833333333,73.5,31.33333333,0.383333333,1.166666667,3,2,0.591666667,123.3333333,77.5,3,3,6,3.5,2.5,2.166666667,46.5,14.83333333,13.83333333,8.833333333,52.5,19.5,0,4.333333333,2.833333333,1.333333333,1.666666667,62.83333333,25.83333333,0.41,0.333333333,3.333333333,0.833333333,0.221666667,86.16666667,46.16666667,16,787.6666667,0,0,1,0,0,2,0,3,"Orthodox",175.26,185.42,135,31,0.315286624223904,0.62499999990625,0.705882353059812,0.681003584301075,0.1333333332,0.361445783002758,73.500000003,0.832199546496645,0.381471389570492,0.0725623582691471,0.50000000009375,0.095238095234208,0.761904761857143,"/fighter/Kyung-Ho-Kang-24067"
"Lance Benoist","2014-06-07",2,0,0,20.33333333,17,10,7.666666667,83.66666667,34.66666667,16.33333333,12.66666667,78.33333333,29.66666667,0.333333333,11.33333333,8.333333333,1.666666667,0.333333333,110,55,0.526666667,0,3.666666667,1.333333333,0.25,173.6666667,113,1,2,14.66666667,12.66666667,9.333333333,7.333333333,70,25.66666667,14,8.666666667,75.33333333,26.66666667,0,3.333333333,2.333333333,1.333333333,0,93.33333333,41.66666667,0.436666667,0,4,1.666666667,0.4,148,86,9,900,0,0,0,1,0,0,0,1,"Southpaw",180.34,185.42,170,25,0.414342629505405,0.7666666667,0.775510204443982,0.633333333285714,0.214285714293367,0.380952380928571,109.99999999,0.712121212155647,0.378723404313988,0.184848484834986,0.836065573907552,0.103030303009366,0.73529411783391,"/fighter/Lance-Benoist-59764"
"Lance Gibson","2000-12-16",0,1,0,12,10,25,20,12,2,16,11,31,15,1,10,8,5,0,53,33,0.62,1,4,2,0.5,129,102,1,0,5,5,22,15,18,9,7,3,29,13,1,13,9,0,0,47,27,0.57,0,0,0,0,59,39,3,815,0,0,0,0,1,0,0,1,"Orthodox",175.26,179.512805653923,185,30,0.166666666666667,0.8,0.6875,0.5,0.318181818181818,0.571428571428571,53,0.584905660377358,0.483870967741935,0.226415094339623,0.833333333333333,0.188679245283019,0.8,"/fighter/Lance-Gibson-246"
"Lando Vannata","2019-02-09",4,0,0,23.16666667,13.16666667,9.166666667,5.5,121.5,49.83333333,4.666666667,2.5,94.83333333,31.33333333,0.833333333,17.33333333,13.33333333,0.333333333,0,135.3333333,57.83333333,0.401666667,0.333333333,2.833333333,1.166666667,0.375,142.3333333,64.66666667,1,5,19.66666667,12.83333333,13.5,10.33333333,124.8333333,53.16666667,0,0,103.8333333,38,0,14.83333333,12.66666667,0.166666667,0.166666667,138.3333333,63.5,0.53,0.666666667,3.333333333,1,0.198333333,145.5,69.66666667,15,690.3333333,0,0,0,0,1,0,0,1,"Orthodox",175.26,180.34,155,26,0.410150891604938,0.599999999978182,0.53571428567602,0.574098798257436,0.234567901481481,0,135.33333333,0.700738916248787,0.33040421790265,0.171182266038699,0.568345323803116,0.128078817712514,0.769230769186391,NA
"Larissa Pacheco","2015-03-14",1,0,0,1,1,1,1,8,3,4,2,12,5,0,0,0,0,0,13,6,0.46,0,1,0,0,18,11,0,1,5,5,0,0,4,1,20,18,19,14,0,0,0,6,0,24,19,0.79,2,1,1,1,52,44,1,273,0,0,0,0,0,0,0,0,"Orthodox",170.18,175.26,135,20,0.375,1,0.5,0.75,0,0.1,13,0.923076923076923,0.416666666666667,0.0769230769230769,1,0,0,"/fighter/Larissa-Pacheco-144115"
"Larry Cureton","1995-09-08",1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0.5,0,0,0,0,16,15,0,1,1,1,0,0,0,0,4,4,3,3,0,0,0,1,0,4,4,1,1,1,1,1,66,64,1,175,0,0,0,0,0,0,0,0,"Orthodox",187.96,192.520979976671,240,29.6899842938263,0,1,0,0,0,0,2,0.5,0,0.5,1,0,0,"/fighter/Larry-Cureton-62"
"Laureano Staropoli","2019-05-11",0,1,0,29,15,5,3,270,94,0,0,235,71,0,11,11,0,0,275,97,0.35,0,0,0,0,277,99,1,0,12,7,12,6,158,63,0,0,136,45,0,22,17,0,0,170,69,0.4,0,0,0,0,173,72,3,900,0,0,0,1,0,0,0,1,"Orthodox",185.42,180.34,170,26,0.348148148148148,0.6,0,0.60126582278481,0.5,0,275,0.854545454545454,0.302127659574468,0.105454545454545,0.517241379310345,0.04,1,NA
"Lauren Mueller","2019-04-13",1,0,0,19.5,13.5,6,4,91,33,2.5,0.5,75,20,0,5,4,0.5,0,99.5,37.5,0.38,0,1.5,1,0.5,113,48.5,1,1,20,12,6,4.5,115,38.5,0,0,90,21,0,11,10,0,0,121,43,0.415,0.5,2.5,0.5,0.125,129.5,51,4,570,0,0,0,1,0,0,0,1,"Orthodox",165.1,170.18,125,27,0.362637362637363,0.666666666666667,0.2,0.665217391304348,0.25,0,99.5,0.753768844221106,0.266666666666667,0.195979899497487,0.692307692307692,0.050251256281407,0.8,NA
"Lauren Murphy","2018-06-01",0,1,0,6,4.8,11,9.6,110.6,32.4,17.6,15.2,117.8,38.2,0,15.4,14.2,0.6,0,139.2,57.2,0.424,0,3.6,1.2,0.36,211.4,122.4,1,3,14.2,9.2,8,5.8,121.2,45,4,2.8,108.6,34.8,0,10.4,9.6,0.8,0,133.2,53.6,0.436,0.4,4,1.4,0.16,174.2,90.2,15,899,0,0,1,0,1,0,0,2,"Orthodox",170.18,170.18,125,34,0.292947558770344,0.872727272727273,0.863636363636364,0.628712871287129,0.275,0.3,139.2,0.846264367816092,0.32427843803056,0.0431034482758621,0.8,0.110632183908046,0.922077922077922,"/fighter/Lauren-Murphy-66725"
"Lavar Johnson","2013-02-23",1,0,0,6.666666667,6,24.66666667,17,32,19,0,0,47.66666667,27.66666667,0.666666667,2.333333333,2.333333333,0,0,56.66666667,36,0.603333333,0,0,0,0,61,39.66666667,2,1,3.666666667,2.666666667,3.333333333,2.666666667,27.33333333,9.333333333,0.333333333,0.333333333,25,7.333333333,0,2.333333333,2.333333333,0.333333333,0,31,12.33333333,0.326666667,0.666666667,1.333333333,0,0,38,19.33333333,3,202.3333333,0,0,0,0,2,0,0,2,"Orthodox",193.04,208.28,240,35,0.59375,0.689189189096055,0,0.658536585336407,0.19999999982,0,56.66666667,0.841176470597578,0.580419580448922,0.117647058822491,0.899999999955,0.0411764705799308,1,"/fighter/Lavar-Johnson-9511"
"Laverne Clark","2000-09-22",0,3,0,5.333333333,4.666666667,2.333333333,1.666666667,13.33333333,2.333333333,11.33333333,7.333333333,21.66666667,6.666666667,0.333333333,0,0,1,0.666666667,27,11.33333333,0.593333333,0,0.666666667,0.666666667,0.333333333,77.33333333,59.66666667,3,0,0.666666667,0,0,0,2.333333333,0,0.666666667,0.333333333,1,0.333333333,0,1.333333333,0,0.666666667,0,3,0.333333333,0.083333333,1,4.333333333,1,0.09,7.333333333,4.333333333,5,464.3333333,0,1,0,0,1,0,1,3,"Orthodox",180.34,184.716075383022,170,26,0.17500000001875,0.714285714530612,0.647058823690311,1,0,0.50000000075,27.000000003,0.802469135836763,0.307692307660355,0.197530864163237,0.875000000117188,0,0,NA
"Leandro Issa","2016-09-03",1,0,0,3.5,1.75,2.75,2.25,58.75,19.75,9.75,6,54.75,16.5,0,13,9.75,4,0.5,71.25,28,0.44,1.25,7.75,1.75,0.3025,92.75,45.75,2,2,8.75,4.75,8.5,5,62.75,20.25,12,9,71.5,27,0,3,2.5,2,0.25,83.25,34.25,0.4225,0.5,0.5,0.25,0.125,99.5,49,10,720.25,0,0,0,0,0,2,0,2,"Orthodox",170.18,175.26,135,32,0.336170212765957,0.818181818181818,0.615384615384615,0.677290836653387,0.411764705882353,0.25,71.25,0.768421052631579,0.301369863013699,0.0491228070175439,0.5,0.182456140350877,0.75,"/fighter/Leandro-Issa-19521"
"Leandro Silva","2016-09-03",1,0,0,12.14285714,7.571428571,4.857142857,3.714285714,53.71428571,26.28571429,1.285714286,0.714285714,38.42857143,15.57142857,0,9.285714286,7.571428571,1.714285714,0,59.85714286,30.71428571,0.525714286,0.428571429,4.285714286,1.714285714,0.432857143,77,47,2,4,10.42857143,6.714285714,7.571428571,4.142857143,56,18.14285714,6.571428571,4.571428571,50.71428571,14.14285714,0,9,6,0.857142857,0.285714286,70.14285714,26.85714286,0.402857143,0,4,1.571428571,0.354285714,95.28571429,48.85714286,18,745.7142857,0,0,0,2,0,1,0,3,"Orthodox",175.26,182.88,155,30,0.489361702246492,0.764705882316609,0.555555555209877,0.676020408214286,0.452830188629405,0.304347826106805,59.857142856,0.642004773305814,0.405204460914305,0.202863961769983,0.623529411876125,0.155131264924203,0.815384615313373,"/fighter/Leandro-Silva-86382"
"Leo Kuntz","2015-11-28",1,0,0,4,1,1,0,24,7,0,0,14,2,0,7,4,0,0,25,7,0.28,0,0,0,0,30,11,0,1,4,3,14,9,29,17,7,6,44,27,0,2,2,3,0,50,32,0.64,1,5,3,0.6,80,53,2,458,0,0,0,0,0,0,0,0,"Orthodox",177.8,187.96,155,32,0.291666666666667,0,0,0.413793103448276,0.357142857142857,0.142857142857143,25,0.56,0.142857142857143,0.16,0.25,0.28,0.571428571428571,"/fighter/Leo-Kuntz-44602"
"Leon Edwards","2019-03-16",0,6,0,10,7.3,6.5,5.2,56.2,22.8,7.7,6,54.9,22.2,0.3,5.5,4.5,2.6,0.3,70.4,34,0.533,0.5,4.1,1.2,0.221,93.2,54.7,6,2,11.7,8.7,7.4,5.7,49.8,18.2,7.5,4.6,45.8,15.1,0.1,7.2,4.7,1.9,0,64.7,28.5,0.373,0.2,5.8,1.7,0.176,104.2,64.2,30,858.8,0,0,0,5,2,1,0,8,"Southpaw",182.88,187.96,170,27,0.405693950177936,0.8,0.779220779220779,0.634538152610442,0.22972972972973,0.386666666666667,70.4,0.779829545454545,0.404371584699454,0.142045454545455,0.73,0.078125,0.818181818181818,"/fighter/Leon-Edwards-62665"
