"fighter","date","current_lose_streak","current_win_streak","draw","avg_BODY_att","avg_BODY_landed","avg_CLINCH_att","avg_CLINCH_landed","avg_DISTANCE_att","avg_DISTANCE_landed","avg_GROUND_att","avg_GROUND_landed","avg_HEAD_att","avg_HEAD_landed","avg_KD","avg_LEG_att","avg_LEG_landed","avg_PASS","avg_REV","avg_SIG_STR_att","avg_SIG_STR_landed","avg_SIG_STR_pct","avg_SUB_ATT","avg_TD_att","avg_TD_landed","avg_TD_pct","avg_TOTAL_STR_att","avg_TOTAL_STR_landed","longest_win_streak","losses","avg_opp_BODY_att","avg_opp_BODY_landed","avg_opp_CLINCH_att","avg_opp_CLINCH_landed","avg_opp_DISTANCE_att","avg_opp_DISTANCE_landed","avg_opp_GROUND_att","avg_opp_GROUND_landed","avg_opp_HEAD_att","avg_opp_HEAD_landed","avg_opp_KD","avg_opp_LEG_att","avg_opp_LEG_landed","avg_opp_PASS","avg_opp_REV","avg_opp_SIG_STR_att","avg_opp_SIG_STR_landed","avg_opp_SIG_STR_pct","avg_opp_SUB_ATT","avg_opp_TD_att","avg_opp_TD_landed","avg_opp_TD_pct","avg_opp_TOTAL_STR_att","avg_opp_TOTAL_STR_landed","total_rounds_fought","total_time_fought.seconds.","total_title_bouts","win_by_Decision_Majority","win_by_Decision_Split","win_by_Decision_Unanimous","win_by_KO.TKO","win_by_Submission","win_by_TKO_Doctor_Stoppage","wins","Stance","Height_cms","Reach_cms","Weight_lbs","age","DistanceAtt","CloseAtt","GroundAtt","DistanceDef","CloseDef","GroundDef","HeadAttactPct","HeadAttactAccuracy","BodyAttactPct","BodyAttactAccuracy","LegAttactPct","LegAttactAccuracy","distance_att","close_att","ground_att","distance_def","close_def","ground_def","total_normal_att","head_att_pct","head_att_acc","body_att_pct","body_att_acc","leg_att_pct","leg_att_acc","url"
"Kyle Kingsbury",2018-09-15,0,2,0,9.666666667,6.333333333,8.666666667,5,99.66666667,30,4.666666667,3,87.33333333,20.66666667,0,16,11,1,0,113,38,0.353333333,0,6.333333333,3.666666667,0.34,164.6666667,88.33333333,2,1,11.66666667,7,13,5,91.33333333,34.33333333,9,5,91.66666667,30.66666667,0,10,6.666666667,1,0.333333333,113.3333333,44.33333333,0.46,0,8.333333333,2.666666667,0.203333333,157.6666667,87,9,900,0,0,1,1,0,0,0,2,"Orthodox",193.04,193.04,205,28,0.301003344471538,0.576923076900888,0.642857142811224,0.624087591263653,0.615384615384615,0.444444444444444,0.772861356923173,0.236641221421246,0.0855457227190853,0.655172413736029,0.141592920357741,0.6875,0.301003344471538,0.576923076900888,0.642857142811224,0.624087591263653,0.615384615384615,0.444444444444444,112.999999997,0.772861356923173,0.236641221421246,0.0855457227190853,0.655172413736029,0.141592920357741,0.6875,"/fighter/Kyle-Kingsbury-16558"
"Kyle Nelson",2006-12-30,1,0,0,10,6,1,1,48,19,1,0,37,12,0,3,2,0,0,50,20,0.4,0,0,0,0,50,20,0,1,11,8,1,1,55,27,46,26,87,42,0,4,4,6,0,102,54,0.52,1,4,2,0.5,112,63,2,383,0,0,0,0,0,0,0,0,"Switch",180.34,180.34,155,28,0.395833333333333,1,0,0.509090909090909,0,0.434782608695652,0.74,0.324324324324324,0.2,0.6,0.06,0.666666666666667,0.395833333333333,1,0,0.509090909090909,0,0.434782608695652,50,0.74,0.324324324324324,0.2,0.6,0.06,0.666666666666667,NA
"Kyle Noke",2018-04-21,0,1,0,5.333333333,4.333333333,2,1.5,26.33333333,13.83333333,9.5,7,26.5,12.83333333,0.333333333,6,5.166666667,1.833333333,0,37.83333333,22.33333333,0.593333333,0.666666667,2.5,1.333333333,0.416666667,42.83333333,27.16666667,3,2,2.333333333,1.666666667,1.666666667,1.166666667,24,7.833333333,2.5,2.166666667,24,8.666666667,0,1.833333333,0.833333333,0.5,0.166666667,28.16666667,11.16666667,0.346666667,0.5,1.166666667,0.333333333,0.25,44.83333333,26,10,363.3333333,0,0,0,0,2,2,0,4,"Southpaw",185.42,193.04,170,34,0.525316455636116,0.75,0.736842105263158,0.673611111125,0.29999999994,0.1333333332,0.700440528640533,0.484276729433962,0.140969162988026,0.812499999988281,0.158590308371441,0.861111111166667,0.525316455636116,0.75,0.736842105263158,0.673611111125,0.29999999994,0.1333333332,37.833333333,0.700440528640533,0.484276729433962,0.140969162988026,0.812499999988281,0.158590308371441,0.861111111166667,"/fighter/Kyle-Noke-7632"
"Kyle Watson",2010-11-13,0,1,0,33,31,20,18,115,54,0,0,86,28,0,16,13,0,0,135,72,0.53,0,12,0,0,159,88,1,0,6,6,16,11,116,25,0,0,122,26,0,4,4,0,0,132,36,0.27,0,1,0,0,153,54,3,900,0,0,0,1,0,0,0,1,"",182.88,187.317710247572,155,31,0.469565217391304,0.9,0,0.78448275862069,0.3125,0,0.637037037037037,0.325581395348837,0.244444444444444,0.939393939393939,0.118518518518519,0.8125,0.469565217391304,0.9,0,0.78448275862069,0.3125,0,135,0.637037037037037,0.325581395348837,0.244444444444444,0.939393939393939,0.118518518518519,0.8125,"/fighter/Kyle-Watson-7127"
"Kyoji Horiguchi",2017-01-15,0,2,0,16.28571429,10.71428571,8.714285714,6.142857143,91.85714286,35.28571429,14.85714286,8.714285714,94.42857143,35.42857143,0.571428571,4.714285714,4,1.428571429,0,115.4285714,50.14285714,0.475714286,0,3.571428571,1.571428571,0.397142857,137.5714286,69.71428571,4,1,13.85714286,7.857142857,8.285714286,5.571428571,81.28571429,26.42857143,2.857142857,2.285714286,69.42857143,20.14285714,0,9.142857143,6.285714286,1,0.142857143,92.42857143,34.28571429,0.408571429,1,4.857142857,2.285714286,0.304285714,111.2857143,52.28571429,20,836.8571429,1,0,0,4,2,0,0,6,"Orthodox",165.1,167.64,125,26,0.384136858510602,0.704918032826391,0.586538461406435,0.674868189806246,0.327586206971462,0.19999999986,0.818069306904596,0.375189107422463,0.141089108941384,0.657894736405817,0.0408415841540198,0.848484848536272,0.384136858510602,0.704918032826391,0.586538461406435,0.674868189806246,0.327586206971462,0.19999999986,115.428571434,0.818069306904596,0.375189107422463,0.141089108941384,0.657894736405817,0.0408415841540198,0.848484848536272,"/fighter/Kyoji-Horiguchi-64413"
"Kyung Ho Kang",2016-07-30,1,0,0,5.333333333,2.666666667,1.333333333,0.833333333,52.33333333,16.5,19.83333333,14,61.16666667,23.33333333,0,7,5.333333333,5.333333333,0.833333333,73.5,31.33333333,0.383333333,1.166666667,3,2,0.591666667,123.3333333,77.5,3,3,6,3.5,2.5,2.166666667,46.5,14.83333333,13.83333333,8.833333333,52.5,19.5,0,4.333333333,2.833333333,1.333333333,1.666666667,62.83333333,25.83333333,0.41,0.333333333,3.333333333,0.833333333,0.221666667,86.16666667,46.16666667,16,787.6666667,0,0,1,0,0,2,0,3,"Orthodox",175.26,185.42,135,31,0.315286624223904,0.62499999990625,0.705882353059812,0.681003584301075,0.1333333332,0.361445783002758,0.832199546496645,0.381471389570492,0.0725623582691471,0.50000000009375,0.095238095234208,0.761904761857143,0.315286624223904,0.62499999990625,0.705882353059812,0.681003584301075,0.1333333332,0.361445783002758,73.500000003,0.832199546496645,0.381471389570492,0.0725623582691471,0.50000000009375,0.095238095234208,0.761904761857143,"/fighter/Kyung-Ho-Kang-24067"
"Lance Benoist",2011-03-26,2,0,0,20.33333333,17,10,7.666666667,83.66666667,34.66666667,16.33333333,12.66666667,78.33333333,29.66666667,0.333333333,11.33333333,8.333333333,1.666666667,0.333333333,110,55,0.526666667,0,3.666666667,1.333333333,0.25,173.6666667,113,1,2,14.66666667,12.66666667,9.333333333,7.333333333,70,25.66666667,14,8.666666667,75.33333333,26.66666667,0,3.333333333,2.333333333,1.333333333,0,93.33333333,41.66666667,0.436666667,0,4,1.666666667,0.4,148,86,9,900,0,0,0,1,0,0,0,1,"Southpaw",180.34,185.42,170,25,0.414342629505405,0.7666666667,0.775510204443982,0.633333333285714,0.214285714293367,0.380952380928571,0.712121212155647,0.378723404313988,0.184848484834986,0.836065573907552,0.103030303009366,0.73529411783391,0.414342629505405,0.7666666667,0.775510204443982,0.633333333285714,0.214285714293367,0.380952380928571,109.99999999,0.712121212155647,0.378723404313988,0.184848484834986,0.836065573907552,0.103030303009366,0.73529411783391,"/fighter/Lance-Benoist-59764"
"Lance Gibson",2015-10-03,0,1,0,12,10,25,20,12,2,16,11,31,15,1,10,8,5,0,53,33,0.62,1,4,2,0.5,129,102,1,0,5,5,22,15,18,9,7,3,29,13,1,13,9,0,0,47,27,0.57,0,0,0,0,59,39,3,815,0,0,0,0,1,0,0,1,"Orthodox",175.26,179.512805653923,185,30,0.166666666666667,0.8,0.6875,0.5,0.318181818181818,0.571428571428571,0.584905660377358,0.483870967741935,0.226415094339623,0.833333333333333,0.188679245283019,0.8,0.166666666666667,0.8,0.6875,0.5,0.318181818181818,0.571428571428571,53,0.584905660377358,0.483870967741935,0.226415094339623,0.833333333333333,0.188679245283019,0.8,"/fighter/Lance-Gibson-246"
"Lando Vannata",2016-07-30,4,0,0,23.16666667,13.16666667,9.166666667,5.5,121.5,49.83333333,4.666666667,2.5,94.83333333,31.33333333,0.833333333,17.33333333,13.33333333,0.333333333,0,135.3333333,57.83333333,0.401666667,0.333333333,2.833333333,1.166666667,0.375,142.3333333,64.66666667,1,5,19.66666667,12.83333333,13.5,10.33333333,124.8333333,53.16666667,0,0,103.8333333,38,0,14.83333333,12.66666667,0.166666667,0.166666667,138.3333333,63.5,0.53,0.666666667,3.333333333,1,0.198333333,145.5,69.66666667,15,690.3333333,0,0,0,0,1,0,0,1,"Orthodox",175.26,180.34,155,26,0.410150891604938,0.599999999978182,0.53571428567602,0.574098798257436,0.234567901481481,0,0.700738916248787,0.33040421790265,0.171182266038699,0.568345323803116,0.128078817712514,0.769230769186391,0.410150891604938,0.599999999978182,0.53571428567602,0.574098798257436,0.234567901481481,0,135.33333333,0.700738916248787,0.33040421790265,0.171182266038699,0.568345323803116,0.128078817712514,0.769230769186391,NA
"Larissa Pacheco",2014-01-25,1,0,0,1,1,1,1,8,3,4,2,12,5,0,0,0,0,0,13,6,0.46,0,1,0,0,18,11,0,1,5,5,0,0,4,1,20,18,19,14,0,0,0,6,0,24,19,0.79,2,1,1,1,52,44,1,273,0,0,0,0,0,0,0,0,"Orthodox",170.18,175.26,135,20,0.375,1,0.5,0.75,0,0.1,0.923076923076923,0.416666666666667,0.0769230769230769,1,0,0,0.375,1,0.5,0.75,0,0.1,13,0.923076923076923,0.416666666666667,0.0769230769230769,1,0,0,"/fighter/Larissa-Pacheco-144115"
"Larry Cureton",2018-05-19,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2,1,0.5,0,0,0,0,16,15,0,1,1,1,0,0,0,0,4,4,3,3,0,0,0,1,0,4,4,1,1,1,1,1,66,64,1,175,0,0,0,0,0,0,0,0,"Orthodox",187.96,192.520979976671,240,29.6899842938263,0,1,0,0,0,0,0.5,0,0.5,1,0,0,0,1,0,0,0,0,2,0.5,0,0.5,1,0,0,"/fighter/Larry-Cureton-62"
"Laureano Staropoli",2007-04-07,0,1,0,29,15,5,3,270,94,0,0,235,71,0,11,11,0,0,275,97,0.35,0,0,0,0,277,99,1,0,12,7,12,6,158,63,0,0,136,45,0,22,17,0,0,170,69,0.4,0,0,0,0,173,72,3,900,0,0,0,1,0,0,0,1,"Orthodox",185.42,180.34,170,26,0.348148148148148,0.6,0,0.60126582278481,0.5,0,0.854545454545454,0.302127659574468,0.105454545454545,0.517241379310345,0.04,1,0.348148148148148,0.6,0,0.60126582278481,0.5,0,275,0.854545454545454,0.302127659574468,0.105454545454545,0.517241379310345,0.04,1,NA
"Lauren Mueller",2016-09-24,1,0,0,19.5,13.5,6,4,91,33,2.5,0.5,75,20,0,5,4,0.5,0,99.5,37.5,0.38,0,1.5,1,0.5,113,48.5,1,1,20,12,6,4.5,115,38.5,0,0,90,21,0,11,10,0,0,121,43,0.415,0.5,2.5,0.5,0.125,129.5,51,4,570,0,0,0,1,0,0,0,1,"Orthodox",165.1,170.18,125,27,0.362637362637363,0.666666666666667,0.2,0.665217391304348,0.25,0,0.753768844221106,0.266666666666667,0.195979899497487,0.692307692307692,0.050251256281407,0.8,0.362637362637363,0.666666666666667,0.2,0.665217391304348,0.25,0,99.5,0.753768844221106,0.266666666666667,0.195979899497487,0.692307692307692,0.050251256281407,0.8,NA
"Lauren Murphy",2018-05-19,0,1,0,6,4.8,11,9.6,110.6,32.4,17.6,15.2,117.8,38.2,0,15.4,14.2,0.6,0,139.2,57.2,0.424,0,3.6,1.2,0.36,211.4,122.4,1,3,14.2,9.2,8,5.8,121.2,45,4,2.8,108.6,34.8,0,10.4,9.6,0.8,0,133.2,53.6,0.436,0.4,4,1.4,0.16,174.2,90.2,15,899,0,0,1,0,1,0,0,2,"Orthodox",170.18,170.18,125,34,0.292947558770344,0.872727272727273,0.863636363636364,0.628712871287129,0.275,0.3,0.846264367816092,0.32427843803056,0.0431034482758621,0.8,0.110632183908046,0.922077922077922,0.292947558770344,0.872727272727273,0.863636363636364,0.628712871287129,0.275,0.3,139.2,0.846264367816092,0.32427843803056,0.0431034482758621,0.8,0.110632183908046,0.922077922077922,"/fighter/Lauren-Murphy-66725"
"Lavar Johnson",2019-02-17,1,0,0,6.666666667,6,24.66666667,17,32,19,0,0,47.66666667,27.66666667,0.666666667,2.333333333,2.333333333,0,0,56.66666667,36,0.603333333,0,0,0,0,61,39.66666667,2,1,3.666666667,2.666666667,3.333333333,2.666666667,27.33333333,9.333333333,0.333333333,0.333333333,25,7.333333333,0,2.333333333,2.333333333,0.333333333,0,31,12.33333333,0.326666667,0.666666667,1.333333333,0,0,38,19.33333333,3,202.3333333,0,0,0,0,2,0,0,2,"Orthodox",193.04,208.28,240,35,0.59375,0.689189189096055,0,0.658536585336407,0.19999999982,0,0.841176470597578,0.580419580448922,0.117647058822491,0.899999999955,0.0411764705799308,1,0.59375,0.689189189096055,0,0.658536585336407,0.19999999982,0,56.66666667,0.841176470597578,0.580419580448922,0.117647058822491,0.899999999955,0.0411764705799308,1,"/fighter/Lavar-Johnson-9511"
"Laverne Clark",2013-11-30,0,2,0,2.5,2.5,0.5,0.5,3.5,2,14,8,15.5,8,0.5,0,0,1.5,0,18,10.5,0.75,0,1,1,0.5,29,20.5,2,0,1,0,0,0,2.5,0,0,0,0,0,0,1.5,0,0,0,2.5,0,0,1.5,1,0,0,2.5,0,2,246.5,0,0,0,0,1,0,1,2,"Orthodox",180.34,184.716075383022,170,26,0.571428571428571,1,0.571428571428571,1,0,0,0.861111111111111,0.516129032258065,0.138888888888889,1,0,0,0.571428571428571,1,0.571428571428571,1,0,0,18,0.861111111111111,0.516129032258065,0.138888888888889,1,0,0,NA
"Leandro Issa",2017-09-22,0,2,0,3.666666667,1.666666667,3.666666667,3,67.66666667,22,5.333333333,3.666666667,59.66666667,15,0,13.33333333,12,4,0.666666667,76.66666667,28.66666667,0.43,1.666666667,7,2,0.37,100.3333333,48.66666667,2,1,7.333333333,3,6,4,62,16.66666667,9.333333333,7.333333333,66.66666667,22,0,3.333333333,3,1.333333333,0.333333333,77.33333333,28,0.39,0.666666667,0.666666667,0.333333333,0.166666667,94.66666667,43.66666667,7,660.3333333,0,0,0,0,0,2,0,2,"Orthodox",170.18,175.26,135,31,0.325123152693344,0.818181818107438,0.687500000105469,0.731182795645161,0.333333333333333,0.214285714293367,0.778260869605312,0.251396648030648,0.0478260869606616,0.454545454595041,0.173913043434026,0.900000000225,0.325123152693344,0.818181818107438,0.687500000105469,0.731182795645161,0.333333333333333,0.214285714293367,76.666666667,0.778260869605312,0.251396648030648,0.0478260869606616,0.454545454595041,0.173913043434026,0.900000000225,"/fighter/Leandro-Issa-19521"
"Leandro Silva",2018-07-06,1,0,0,9,6,3.5,3,42.25,23.25,0,0,26.75,11.75,0,10,8.5,2,0,45.75,26.25,0.56,0.75,4.75,1.75,0.5,61.25,41.5,1,3,8.5,7,7.75,4.75,49.75,17.5,2.5,1.5,45,12,0,6.5,4.75,0.5,0.25,60,23.75,0.4275,0,3.25,1.5,0.3425,78.25,39.5,9,630,0,0,0,0,0,1,0,1,"Orthodox",175.26,182.88,155,29,0.550295857988166,0.857142857142857,0,0.648241206030151,0.387096774193548,0.4,0.584699453551913,0.439252336448598,0.19672131147541,0.666666666666667,0.218579234972678,0.85,0.550295857988166,0.857142857142857,0,0.648241206030151,0.387096774193548,0.4,45.75,0.584699453551913,0.439252336448598,0.19672131147541,0.666666666666667,0.218579234972678,0.85,"/fighter/Leandro-Silva-86382"
"Leo Kuntz",2014-07-06,1,0,0,4,1,1,0,24,7,0,0,14,2,0,7,4,0,0,25,7,0.28,0,0,0,0,30,11,0,1,4,3,14,9,29,17,7,6,44,27,0,2,2,3,0,50,32,0.64,1,5,3,0.6,80,53,2,458,0,0,0,0,0,0,0,0,"Orthodox",177.8,187.96,155,32,0.291666666666667,0,0,0.413793103448276,0.357142857142857,0.142857142857143,0.56,0.142857142857143,0.16,0.25,0.28,0.571428571428571,0.291666666666667,0,0,0.413793103448276,0.357142857142857,0.142857142857143,25,0.56,0.142857142857143,0.16,0.25,0.28,0.571428571428571,"/fighter/Leo-Kuntz-44602"
"Leon Edwards",2018-07-07,0,6,0,10,7.3,6.5,5.2,56.2,22.8,7.7,6,54.9,22.2,0.3,5.5,4.5,2.6,0.3,70.4,34,0.533,0.5,4.1,1.2,0.221,93.2,54.7,6,2,11.7,8.7,7.4,5.7,49.8,18.2,7.5,4.6,45.8,15.1,0.1,7.2,4.7,1.9,0,64.7,28.5,0.373,0.2,5.8,1.7,0.176,104.2,64.2,30,858.8,0,0,0,5,2,1,0,8,"Southpaw",182.88,187.96,170,27,0.405693950177936,0.8,0.779220779220779,0.634538152610442,0.22972972972973,0.386666666666667,0.779829545454545,0.404371584699454,0.142045454545455,0.73,0.078125,0.818181818181818,0.405693950177936,0.8,0.779220779220779,0.634538152610442,0.22972972972973,0.386666666666667,70.4,0.779829545454545,0.404371584699454,0.142045454545455,0.73,0.078125,0.818181818181818,"/fighter/Leon-Edwards-62665"
"Leonard Garcia",2019-03-02,4,0,0,11.75,6.625,6.125,3.125,153,34.75,3.125,2,141.125,26,0.125,9.375,7.25,0.75,0.625,162.25,39.875,0.29875,0.375,1.5,0.5,0.145,186.75,59.875,1,6,18.25,13.5,7.125,3.625,126.375,53.875,29.875,17.125,140.875,57.875,0.125,4.25,3.25,4.125,0.375,163.375,74.625,0.4825,1.75,2.625,1.875,0.5525,200.625,106.625,21,782.625,0,0,1,0,0,1,0,2,"Orthodox",177.8,175.26,145,33,0.227124183006536,0.510204081632653,0.64,0.573689416419387,0.491228070175439,0.426778242677824,0.86979969183359,0.184233835252436,0.0724191063174114,0.563829787234043,0.0577812018489985,0.773333333333333,0.227124183006536,0.510204081632653,0.64,0.573689416419387,0.491228070175439,0.426778242677824,162.25,0.86979969183359,0.184233835252436,0.0724191063174114,0.563829787234043,0.0577812018489985,0.773333333333333,"/fighter/Leonard-Garcia-2815"
"Leonardo Augusto Leleco",2013-08-31,1,0,0,19,13,17,10,72,35,19,19,84,46,0,5,5,2,0,108,64,0.59,0,0,0,0,169,121,0,1,18,13,13,9,79,40,9,8,78,40,0,5,4,2,0,101,57,0.56,0,5,2,0.4,111,66,3,900,0,0,0,0,0,0,0,0,"Orthodox",182.88,185.42,185,34,0.486111111111111,0.588235294117647,1,0.493670886075949,0.307692307692308,0.111111111111111,0.777777777777778,0.547619047619048,0.175925925925926,0.684210526315789,0.0462962962962963,1,0.486111111111111,0.588235294117647,1,0.493670886075949,0.307692307692308,0.111111111111111,108,0.777777777777778,0.547619047619048,0.175925925925926,0.684210526315789,0.0462962962962963,1,NA
"Leonardo Mafra",2017-05-13,1,0,0,8,5,3,3,78,30,0,0,61,19,0,12,9,0,0,81,33,0.4,1,0,0,0,100,46,0,1,29,21,5,4,57,38,32,26,58,42,1,7,5,2,0,94,68,0.72,0,4,1,0.25,121,91,3,641,0,0,0,0,0,0,0,0,"Orthodox",177.8,177.8,155,25,0.384615384615385,1,0,0.333333333333333,0.2,0.1875,0.753086419753086,0.311475409836066,0.0987654320987654,0.625,0.148148148148148,0.75,0.384615384615385,1,0,0.333333333333333,0.2,0.1875,81,0.753086419753086,0.311475409836066,0.0987654320987654,0.625,0.148148148148148,0.75,NA
"Leonardo Morales",2015-04-18,1,0,0,14,10,5,4,61,25,6,4,43,13,0,15,10,0,0,72,33,0.45,0,1,0,0,88,47,0,1,16,8,8,5,74,29,1,0,58,20,0,9,6,3,0,83,34,0.4,5,6,2,0.33,92,41,3,900,1,0,0,0,0,0,0,0,"Southpaw",172.72,172.72,135,22,0.409836065573771,0.8,0.666666666666667,0.608108108108108,0.375,1,0.597222222222222,0.302325581395349,0.194444444444444,0.714285714285714,0.208333333333333,0.666666666666667,0.409836065573771,0.8,0.666666666666667,0.608108108108108,0.375,1,72,0.597222222222222,0.302325581395349,0.194444444444444,0.714285714285714,0.208333333333333,0.666666666666667,"/fighter/Leonardo-Morales-111777"
"Leonardo Santos",2018-07-14,0,1,0,5,4,2,2,39,17,5,3,39,16,0,2,2,2,0,46,22,0.47,1,7,1,0.14,63,34,1,0,7,7,11,10,28,14,18,11,44,22,0,6,6,0,0,57,35,0.61,0,4,2,0.5,67,45,2,583,1,0,0,0,0,1,0,1,"Orthodox",182.88,190.5,155,34,0.435897435897436,1,0.6,0.5,0.0909090909090909,0.388888888888889,0.847826086956522,0.41025641025641,0.108695652173913,0.8,0.0434782608695652,1,0.435897435897436,1,0.6,0.5,0.0909090909090909,0.388888888888889,46,0.847826086956522,0.41025641025641,0.108695652173913,0.8,0.0434782608695652,1,"/fighter/Leonardo-Santos-4810"
"Leslie Smith",2017-05-13,1,0,0,17,9,41,26,202,53,0,0,206,50,0,20,20,0,0,243,79,0.32,0,5,0,0,265,100,0,1,61,48,105,84,259,112,6,6,259,106,0,50,48,1,0,370,202,0.54,0,1,1,1,403,232,3,900,0,0,0,0,0,0,0,0,"Orthodox",175.26,167.64,135,31,0.262376237623762,0.634146341463415,0,0.567567567567568,0.2,0,0.847736625514403,0.242718446601942,0.0699588477366255,0.529411764705882,0.0823045267489712,1,0.262376237623762,0.634146341463415,0,0.567567567567568,0.2,0,243,0.847736625514403,0.242718446601942,0.0699588477366255,0.529411764705882,0.0823045267489712,1,"/fighter/Leslie-Smith-46542"
"Levan Makashvili",2018-08-04,0,1,0,13,8,19,13,32,9,6,5,35,11,0,9,8,4,0,57,27,0.47,0,13,7,0.53,98,63,1,0,13,11,15,13,62,19,0,0,41,5,0,23,16,0,0,77,32,0.41,0,4,0,0,82,36,3,900,0,0,1,0,0,0,0,1,"Orthodox",172.72,172.72,145,26,0.28125,0.684210526315789,0.833333333333333,0.693548387096774,0.133333333333333,0,0.614035087719298,0.314285714285714,0.228070175438596,0.615384615384615,0.157894736842105,0.888888888888889,0.28125,0.684210526315789,0.833333333333333,0.693548387096774,0.133333333333333,0,57,0.614035087719298,0.314285714285714,0.228070175438596,0.615384615384615,0.157894736842105,0.888888888888889,"/fighter/Levan-Makashvili-126881"
"Li Jingliang",2018-11-17,1,0,0,6.5,4,4.75,2.5,101.75,37.25,14.5,9.25,101.5,35.5,0.5,13,9.5,1,0,121,49,0.39,0,3.75,1.25,0.395,133.75,60.5,1,2,7,4.5,5.5,3.75,74.25,31,5,3.5,72.75,29.75,0.25,5,4,0.75,0,84.75,38.25,0.43,0.75,3.5,1.25,0.2175,111.75,63,10,655.5,0,0,1,0,1,0,0,2,"Orthodox",182.88,180.34,170,28,0.366093366093366,0.526315789473684,0.637931034482759,0.582491582491583,0.318181818181818,0.3,0.838842975206612,0.349753694581281,0.0537190082644628,0.615384615384615,0.107438016528926,0.730769230769231,0.366093366093366,0.526315789473684,0.637931034482759,0.582491582491583,0.318181818181818,0.3,121,0.838842975206612,0.349753694581281,0.0537190082644628,0.615384615384615,0.107438016528926,0.730769230769231,NA
"Lina Lansberg",2018-09-15,1,0,0,26,20.66666667,32.66666667,25.66666667,41.66666667,17.66666667,2.666666667,1.666666667,43,17,0,8,7.333333333,0,0,77,45,0.596666667,0,2.666666667,0.333333333,0.046666667,90,56.66666667,1,2,24.66666667,19.66666667,28.33333333,23,79.33333333,33.33333333,22.66666667,13.33333333,104,48.33333333,0,1.666666667,1.666666667,2,0,130.3333333,69.66666667,0.523333333,0,1.666666667,1,0.666666667,168.3333333,102.6666667,7,600.6666667,0,0,0,1,0,0,0,1,"Orthodox",170.18,165.1,135,36,0.42400000004608,0.785714285736152,0.625000000046875,0.579831932797472,0.188235294022145,0.411764706115917,0.558441558441558,0.395348837209302,0.337662337662338,0.794871795,0.103896103896104,0.916666666625,0.42400000004608,0.785714285736152,0.625000000046875,0.579831932797472,0.188235294022145,0.411764706115917,77,0.558441558441558,0.395348837209302,0.337662337662338,0.794871795,0.103896103896104,0.916666666625,NA
"Lisa Ellis",2015-12-10,1,0,0,1,1,1,1,2,1,2,2,4,3,0,0,0,0,1,5,4,0.8,1,3,2,0.66,10,7,0,1,1,0,0,0,6,1,8,7,13,8,0,0,0,8,2,14,8,0.57,3,1,1,1,64,48,2,485,0,0,0,0,0,0,0,0,"",162.56,157.48,115,32,0.5,1,1,0.833333333333333,0,0.125,0.8,0.75,0.2,1,0,0,0.5,1,1,0.833333333333333,0,0.125,5,0.8,0.75,0.2,1,0,0,"/fighter/Lisa-Ellis-10071"
"Liu Pingyuan",2014-02-15,0,1,0,10,8,7,5,58,18,12,9,64,21,0,3,3,0,1,77,32,0.41,2,1,1,1,106,59,1,0,11,7,4,4,37,14,8,6,29,11,0,9,6,2,0,49,24,0.48,0,8,3,0.37,55,30,3,900,0,0,0,1,0,0,0,1,"Orthodox",167.64,182.88,135,25,0.310344827586207,0.714285714285714,0.75,0.621621621621622,0,0.25,0.831168831168831,0.328125,0.12987012987013,0.8,0.038961038961039,1,0.310344827586207,0.714285714285714,0.75,0.621621621621622,0,0.25,77,0.831168831168831,0.328125,0.12987012987013,0.8,0.038961038961039,1,NA
"Liz Carmouche",2018-10-06,0,1,0,7.75,6.125,6.125,5.375,39.75,18.875,15,11,42.25,20,0,10.875,9.125,2.375,0,60.875,35.25,0.57875,0.25,4.25,2.75,0.66,128.125,96.75,2,4,9,5.125,13.25,9,61.375,14.75,5.5,4.625,57,12.125,0.125,14.125,11.125,1.125,0.125,80.125,28.375,0.415,0.75,2.75,0.875,0.46125,121.375,65.5,21,778.25,1,0,1,2,1,0,0,4,"Orthodox",167.64,167.64,125,35,0.474842767295597,0.877551020408163,0.733333333333333,0.759674134419552,0.320754716981132,0.159090909090909,0.694045174537988,0.473372781065089,0.127310061601643,0.790322580645161,0.17864476386037,0.839080459770115,0.474842767295597,0.877551020408163,0.733333333333333,0.759674134419552,0.320754716981132,0.159090909090909,60.875,0.694045174537988,0.473372781065089,0.127310061601643,0.790322580645161,0.17864476386037,0.839080459770115,"/fighter/Liz-Carmouche-67007"
